id,type_key,box,position,qty,manufacturer,condition,type1,type2,origin,test_values,other,date_added,notes
832,6Q7,16,,1,,,6Q7,,FL,,,2026-08-27,
833,6SJ7,16,,1,,,6SJ7,,FL,,,2026-08-27,
834,6V66X5,16,,1,,,6V66X5,,FL,,,2026-08-27,
835,ORP90,16,,1,,,ORP90,,FL,Screen-grid Tetrode RF/IF-Stage,,2026-08-27,
836,UCC85,16,,1,,,UCC85,,FL,,,2026-08-27,
837,UCH42,16,,10,,,,,FL,,,2026-08-27,
838,UCH81,16,,8,,,,,FL,,,2026-08-27,
839,UCL82,16,,8,,,UCL82,,FL,,,2026-08-27,
840,UF41,16,,9,,,UF41,,FL,,,2026-08-27,
841,UF85,16,,4,,,UF85,,FL,,,2026-08-27,
842,UF89,16,,6,,,UF89,,FL,,,2026-08-27,
843,UL41,16,,8,,,UL41,,FL,,,2026-08-27,
844,UL84,16,,5,,,UL84,,FL,,,2026-08-27,
845,UY41,16,,8,,,UY41,,FL,,,2026-08-27,
846,UY42,16,,4,,,UY42,,FL,,,2026-08-27,
847,UY85,16,,5,,,UY85,,FL,,,2026-08-27,
848,UY89,16,,10,,,UY89,,FL,,,2026-08-27,
849,117Z6GT,15,,1,,,117Z6GT,,FL,,,2026-08-27,
850,12ASGT,15,,1,,,12ASGT,,FL,,,2026-08-27,NADA
851,12C8,15,,2,,,12C8,,FL,,,2026-08-27,
852,12SC7,15,,1,,,12SC7,,FL,,,2026-08-27,
853,12SG7,15,,1,,,,,J. Maciel,,,2026-08-27,
854,17JZ8,15,,1,,,,,FL,,,2026-08-27,
855,19AU4GTA,15,,1,,,19AU4GTA,,FL,,,2026-08-27,
856,25L5GT,15,,1,,,25L5GT,,FL,,,2026-08-27,NADA
857,35W4,15,,1,,,35W4,,FL,,,2026-08-27,
858,50L6,15,,2,,,50L6,,ASJ,,,2026-08-27,
859,50L6,15,,1,PHILIPS,,50L6,,FL,,,2026-08-27,
860,50L6,15,,5,,,50L6,,FL,,,2026-08-27,
861,50L6GT,15,,4,,,50L6GT,,FL,,,2026-08-27,
862,50L6GT,15,,1,,,,,J. Maciel,,,2026-08-27,
863,5U4,15,,1,,,5U4,,FL,,,2026-08-27,
864,5U4G,15,,1,,,,,J. Maciel,,,2026-08-27,
865,5Y3,15,,1,,,5Y3,,FL,,,2026-08-27,
866,6A7,15,,1,,,6A7,,FL,,,2026-08-27,
867,6B7,15,,1,,,6B7,,FL,,,2026-08-27,
868,6DQ6B,15,,1,,,6DQ6B,,FL,,,2026-08-27,
869,6J5,15,,1,,,6J5,,FL,,,2026-08-27,
870,6JZ8,15,,2,,,6JZ8,,FL,,,2026-08-27,
871,6K7,15,,1,,,6K7,,FL,,,2026-08-27,
872,6K8,15,,1,,,6K8,,FL,,,2026-08-27,
873,6Q7G,15,,1,,,6Q7G,,FL,,,2026-08-27,
874,6Q7G,15,,1,,,,,J. Maciel,,,2026-08-27,
875,6SK7WA,15,,1,,,6SK7WA,,FL,,,2026-08-27,
876,6SN7,15,,2,,,6SN7,,FL,,,2026-08-27,
877,6SN7GTB,15,,1,,,6SN7GTB,,FL,,,2026-08-27,
878,6X4,15,,1,,,6X4,,FL,,,2026-08-27,
879,6X5,15,,1,,,6X5,,FL,,,2026-08-27,
880,6X5GT,15,,1,,,6X5GT,,FL,,,2026-08-27,
881,10LD11,14,,1,,,10LD11,,ASJ,,,2026-08-27,
882,10P13,14,,1,,,,,ELTBON,,,2026-08-27,
883,10P14,14,,1,,,10P14,,FL,,,2026-08-27,
884,10P14,14,,1,,,10P14,35L6,ASJ,,,2026-08-27,
885,12BQ6,14,,2,,,12BQ6,,FL,,,2026-08-27,FOTO
886,12BQ612CU6,14,,1,,,,,ELTBON,,,2026-08-27,
887,12BQ6OU12DQ6,14,,1,ULTRON,,12BQ6? ou 12DQ6?,,FL,,,2026-08-27,
888,12BQ6GTB,14,,1,RCA,,12BQ6GTB,,,,,2026-08-27,
889,12SA7,14,,7,,,12SA7,,FL,,,2026-08-27,
890,12SA7,14,,1,,,12SA7,,ASJ,,,2026-08-27,
891,14S7,14,,1,,,14S7,,FL,,,2026-08-27,
892,14S7,14,,1,,,,,ASJ,,,2026-08-27,
893,1LB4,14,,1,,,1LB4,,,,,2026-08-27,
894,1LD5,14,,1,,,1LD5,,ASJ,,,2026-08-27,
895,1LH4,14,,1,,,1LH4,,ASJ,,,2026-08-27,
896,32L7,14,,1,,,32L7,,ASJ,,,2026-08-27,
897,50A5,14,,1,,,50A5,,ASJ,,,2026-08-27,
898,5Z4,14,,1,,,5Z4,,ASJ,,,2026-08-27,
899,6A8,14,,1,,,6A8,,ASJ,,,2026-08-27,
900,6K7,14,,1,,,6K7,,ASJ,,,2026-08-27,
901,6SF7,14,,1,,,6SF7,,ASJ,,,2026-08-27,
902,6SG7,14,,1,,,,,ELTBON,,,2026-08-27,
903,6SG7,14,,2,,,,,J. Maciel,,,2026-08-27,
904,6SG7GT,14,,1,,,6SG7GT,,ASJ,,,2026-08-27,
905,6SH7,14,,1,,,6SH7,,ASJ,,,2026-08-27,
906,6SJ7,14,,1,,,6SJ7,,ASJ,,,2026-08-27,
907,6SQ7,14,,2,,,6SQ7,,ASJ,,,2026-08-27,
908,6SS7,14,,1,,,6SS7,,ASJ,,,2026-08-27,
909,6V6,14,,1,DELCO,weak,6V6,,FL,,,2026-08-27,
910,6V6,14,,1,,,6V6,,FL,,Padrão para o TV2,2026-08-27,
911,6V6,14,,2,,,6V6,,ASJ,,,2026-08-27,
912,6V6VT107A,14,,1,,,,,J. Maciel,,,2026-08-27,
913,7B5,14,,1,,,7B5,,,,,2026-08-27,
914,7B8,14,,1,,,7B8,,ASJ,,,2026-08-27,
915,EAF42,14,,1,,,EAF42,,ASJ,,,2026-08-27,
916,V404,14,,1,,,V404,,ASJ,,,2026-08-27,
917,12AT6,13,,1,,,12AT6,,FL,,,2026-08-27,
918,12K7GT,13,,1,,,12K7GT,,FL,,,2026-08-27,
919,12K8,13,,1,,,,,FL,,,2026-08-27,
920,17JZ8,13,,1,,,,,FL,,,2026-08-27,
921,1N5GT,13,,2,,,1N5GT,,FL,,,2026-08-27,
922,25A7,13,,1,,,25A7,,FL,,,2026-08-27,
923,25L6,13,,2,,,25L6,,FL,,,2026-08-27,
924,25L6GT,13,,2,,,25L6GT,,FL,,,2026-08-27,
925,25Z5,13,,3,,,25Z5,,FL,,,2026-08-27,
926,25Z6GT,13,,1,,,25Z6GT,,FL,,,2026-08-27,
927,35L6,13,,1,,,35L6,,FL,,,2026-08-27,
928,35L6,13,,1,,,35L6,,ASJ,,,2026-08-27,
929,35L6,13,,1,,,,,J. Maciel,,,2026-08-27,
930,35L6GT,13,,1,,,35L6GT,,FL,,,2026-08-27,
931,35Z5,13,,1,,,35Z5,,FL,,,2026-08-27,
932,35Z5GT,13,,1,,,35Z5GT,,FL,,,2026-08-27,
933,3Q5GT,13,,1,,,3Q5GT,DL33,FL,,,2026-08-27,
934,50A5,13,,1,,,50A5,,FL,,,2026-08-27,
935,6A7,13,,1,,,6A7,,FL,,,2026-08-27,
936,6AX4,13,,3,,,6AX4,,FL,,,2026-08-27,
937,6AX4,13,,1,,,6AX4,,ASJ,,,2026-08-27,
938,6AX4GT,13,,1,RAYTHEON,,6AX4GT,,FL,,,2026-08-27,
939,6AX4GT,13,,2,,,6AX4GT,,FL,,,2026-08-27,
940,6F7,13,,1,,,6F7,,FL,,,2026-08-27,
941,6F7,13,,1,GE,,,,J. Maciel,,,2026-08-27,
942,6K7,13,,3,,,6K7,,FL,,,2026-08-27,
943,6K8G,13,,1,,,6K8G,,FL,,,2026-08-27,
944,6P26,13,,2,ZAERIX,,,,J. Maciel,,,2026-08-27,
945,6Q7,13,,1,,,6Q7,,FL,,,2026-08-27,
946,6SA7,13,,1,,,6SA7,,FL,,,2026-08-27,
947,6SS7GT,13,,1,,,6SS7GT,,FL,,,2026-08-27,
948,6X5,13,,2,,,6X5,,FL,,,2026-08-27,
949,7A7,13,,3,,,7A7,,FL,,,2026-08-27,
950,7B7E,13,,1,,,7B7E,,FL,,,2026-08-27,
951,7B8,13,,2,,,7B8,,FL,,,2026-08-27,
952,7C5,13,,2,,,7C5,,FL,,,2026-08-27,
953,7Z4,13,,1,,,7Z4,,FL,,,2026-08-27,
954,CV2453,13,,1,,,,,J. Maciel,,,2026-08-27,
955,CV483,13,,2,,,,,J. Maciel,,,2026-08-27,
956,0A2,12,,1,,,0A2,,FL,,,2026-08-27,
957,0A2,12,,1,,,0A2,,ASJ,,,2026-08-27,
958,12SQ7VT104,12,,1,,,12SQ7-VT104,,ASJ,,,2026-08-27,1
959,1X2B,12,,2,,,1X2B,,FL,,,2026-08-27,
960,2CY5,12,,1,,,2CY5,,FL,Screen-grid Tetrode,,2026-08-27,
961,3A5,12,,1,,,3A5,,FL,,,2026-08-27,
962,3AU6,12,,2,,,3AU6,,FL,,,2026-08-27,
963,3BZ6,12,,1,,,3BZ6,,FL,,,2026-08-27,
964,3CB6,12,,4,,,3CB6,,FL,,,2026-08-27,
965,4BQ7A,12,,2,,,4BQ7A,,FL,,,2026-08-27,
966,4JD6,12,,1,,,4JD6,,FL,,,2026-08-27,
967,5CL8,12,,1,,,5CL8,,FL,,,2026-08-27,
968,5X8,12,,1,,,5X8,,FL,,,2026-08-27,
969,694,12,,1,,,694?!,,FL,,,2026-08-27,
970,6AK5,12,,1,,,6AK5,,ASJ,,,2026-08-27,
971,6AK65654,12,,1,,,6AK6-5654,,FL,,,2026-08-27,
972,6AM8,12,,1,,,6AM8,,FL,,,2026-08-27,
973,6AM8A,12,,1,,,6AM8A,,FL,,,2026-08-27,
974,6AN8,12,,1,,,6AN8,,ASJ,,,2026-08-27,
975,6AN8,12,,1,,,6AN8,,FL,,,2026-08-27,
976,6AQ5,12,,3,,,6AQ5,,FL,,,2026-08-27,
977,6AS5,12,,1,,,6AS5,,FL,,,2026-08-27,
978,6AT8,12,,1,,,6AT8,,FL,,,2026-08-27,
979,6AU6,12,,1,,,6AU6,,ASJ,,,2026-08-27,
980,6AU6,12,,4,,,6AU6,,FL,,,2026-08-27,
981,6AU6A,12,,1,,,6AU6A,,FL,,,2026-08-27,
982,6AU8,12,,1,,,6AU8,,FL,,,2026-08-27,
983,6AV6,12,,1,,,6AV6,,FL,,,2026-08-27,
984,6AV6,12,,1,,,,,ELTBON,,,2026-08-27,
985,6AW6,12,,1,,,6AW6,,FL,,,2026-08-27,
986,6AW8A,12,,1,,,6AW8A,,FL,,,2026-08-27,
987,6BA6,12,,3,,,6BA6,,FL,,,2026-08-27,
988,6BA6W,12,,1,,,6BA6W,,FL,,,2026-08-27,
989,6BH8,12,,1,,,6BH8,,FL,,,2026-08-27,
990,6BK7,12,,2,,,6BK7,,FL,,,2026-08-27,
991,6BN8,12,,1,,,6BN8,,FL,,,2026-08-27,
992,6BNQ5,12,,1,,,6BNQ5,,FL,,,2026-08-27,
993,6BU8,12,,1,,,6BU8,,FL,,,2026-08-27,
994,6BY6,12,,1,,,6BY6,,FL,,,2026-08-27,
995,6BZ6,12,,1,,,6BZ6,,FL,,,2026-08-27,
996,6C4,12,,1,,,6C4,,FL,,,2026-08-27,
997,6CB6,12,,5,,,6CB6,,FL,,,2026-08-27,
998,6CF6,12,,1,,,6CF6,,FL,,,2026-08-27,
999,6CG7,12,,8,,,6CG7,,FL,,,2026-08-27,
1000,6CH8,12,,2,,,6CH8,,FL,,,2026-08-27,
1001,6CL6,12,,1,,,6CL6,,FL,,,2026-08-27,
1002,6CM7,12,,1,,,6CM7,,FL,,,2026-08-27,
1003,6CU5,12,,1,,,6CU5,,FL,,,2026-08-27,
1004,6CX8,12,,1,,,6CX8,,FL,,,2026-08-27,
1005,6CY5,12,,1,,,6CY5,,FL,,,2026-08-27,
1006,6DE6,12,,1,,,6DE6,,FL,,,2026-08-27,
1007,6DR7,12,,1,,,6DR7,,FL,,,2026-08-27,
1008,6DT6,12,,2,,,6DT6,,FL,,,2026-08-27,
1009,6EB8,12,,1,,,6EB8,,FL,,,2026-08-27,
1010,6EH8,12,,1,,,6EH8,,FL,,,2026-08-27,
1011,6FQ76CG7,12,,1,,,6FQ7/6CG7,,FL,,,2026-08-27,
1012,6GS6,12,,1,,,6GS6,,FL,,,2026-08-27,
1013,6KR8,12,,1,,,6KR8,,FL,,,2026-08-27,
1014,6P2,12,,2,,,6P2,,FL,,,2026-08-27,
1015,6P4,12,,2,,,6P4,,FL,,,2026-08-27,
1016,6QA5,12,,1,,,6QA5,,FL,,,2026-08-27,
1017,6T8,12,,1,,,6T8,,FL,,,2026-08-27,
1018,6TD34,12,,3,,,6TD34,,FL,,,2026-08-27,
1019,6X4,12,,3,,,6X4,,FL,,,2026-08-27,
1020,6X8,12,,3,,,6X8,,FL,,,2026-08-27,
1021,77127,12,,1,PHILIPS,,77 -127,,FL,,"(264-1,4)+(214-5,8)ohm-pin",2026-08-27,
1022,8BE6,12,,1,,,8BE6,,FL,,,2026-08-27,
1023,DL351C5,12,,1,MULLARD,,DL35-1C5,,FL,,,2026-08-27,
1024,ECH21,12,,1,PHILIPS,,ECH21,,FL,,,2026-08-27,
1025,NSS18OUNSS180,12,,1,,,NSS18 OUNSS180,,FL,,borne de aperto no topo 50 x 130 x mm,2026-08-27,
1026,PL36,12,,1,,,PL36,,FL,,s/Cx,2026-08-27,
1027,XX,12,,1,PHILIPS,,?,,FL,,TAP NO TOPO,2026-08-27,
1028,ECH81,11,,1,,,ECH81,,FL,,,2026-08-27,
1029,ECH84,11,,31,,,ECH84,,FL,,X46 2 s/Cx,2026-08-27,
1030,ECL80,11,,15,,,ECL80,,FL,,x16,2026-08-27,
1031,ECL82,11,,6,,,ECL82,,FL,,,2026-08-27,
1032,ECL83,11,,1,,,ECL83,,FL,,,2026-08-27,
1033,ECL84,11,,1,,,ECL84,,FL,,,2026-08-27,
1034,ECL85,11,,1,,,ECL85,,FL,,,2026-08-27,
1035,ECL86,11,,1,,,ECL86,,FL,,,2026-08-27,
1036,EF183,11,,1,,,EF183,,FL,,,2026-08-27,
1037,EF184,11,,2,,,EF184,,FL,,,2026-08-27,
1038,EF41,11,,3,,,EF41,,FL,,,2026-08-27,
1039,EF80,11,,3,,,EF80,,FL,,,2026-08-27,
1040,EF8010,11,,1,,,EF8010,,FL,,,2026-08-27,
1041,EF83,11,,1,,,EF83,,FL,,,2026-08-27,
1042,EF86,11,,1,,,EF86,,FL,,,2026-08-27,
1043,EF89,11,,7,,,EF89,,FL,,,2026-08-27,
1044,EF92,11,,1,,,EF92,,FL,,,2026-08-27,
1045,EF93,11,,2,,,EF93,,FL,,,2026-08-27,
1046,EF94,11,,1,,,EF94,,FL,,,2026-08-27,
1047,EH90,11,,8,,,EH90,,FL,,,2026-08-27,
1048,EL180,11,,1,,,EL180,,FL,,,2026-08-27,
1049,EL183,11,,5,,,EL183,,FL,,,2026-08-27,
1050,EL41,11,,1,,,EL41,,OPEL,OK,,2026-08-27,Outra em CASA
1051,EL41,11,,3,,,EL41,,FL,OK,,2026-08-27,
1052,EL42,11,,1,,,EL42,,FL,,,2026-08-27,
1053,EL42,11,,1,,,EL42,,,,2 novas OK por 5€cada Sr Helder ebay Radiolux,2026-08-27,
1054,EL84,11,,7,,,EL84,,FL,,,2026-08-27,
1055,EL86,11,,1,,,EL86,,FL,,,2026-08-27,
1056,EL90,11,,1,,,EL90,,FL,,,2026-08-27,
1057,EL95,11,,1,,,EL95,,FL,,,2026-08-27,
1058,ELL80,11,,2,,,ELL80,,FL,,Testada OK apesar de menção OFF na Cx.,2026-08-27,
1059,EY80,11,,1,,,EY80,,FL,,,2026-08-27,
1060,EY86,11,,8,,,EY86,,FL,,,2026-08-27,
1061,EY876S2A,11,,2,,,EY87,,FL,,,2026-08-27,
1062,EY88,11,,2,,,EY88,,FL,,,2026-08-27,
1063,EZ80,11,,6,,,EZ80,,FL,,,2026-08-27,
1064,EZ90,11,,2,,,EZ90,,FL,,,2026-08-27,
1065,GZ41,11,,1,,,GZ41,,FL,,,2026-08-27,
1066,LCL8211BM8,11,,1,,,LCL82-11BM8,,FL,,,2026-08-27,
1067,LF1834EH7,11,,1,,,,,FL,,,2026-08-27,
1068,LF1844EJ7,11,,1,,,LF184-4EJ7,,FL,,,2026-08-27,
1069,117L7,10,,1,,,117L7,,FL,,,2026-08-27,FOTO
1070,12AV5,10,,1,,,12AV5,,FL,,,2026-08-27,FOTO
1071,12AX4,10,,2,,,12AX4,,FL,,,2026-08-27,
1072,25Z5,10,,1,,,25Z5,,FL,,,2026-08-27,
1073,25Z6,10,,1,,,25Z6,,FL,,,2026-08-27,
1074,33GY,10,,1,,,33GY????,,FL,,,2026-08-27,
1075,35FN5,10,J,2,,,35FN5,,FL,,,2026-08-27,
1076,35L6,10,,2,,,35L6,,FL,,,2026-08-27,
1077,6A7,10,,1,RCA,,6A7,,FL,,,2026-08-27,
1078,6AC7W,10,,1,,,6AC7W,,FL,,,2026-08-27,
1079,6AE5,10,,1,TUNG-SOL usa,,6AE5,,FL,,Base colada,2026-08-27,
1080,6AU4,10,,1,,,6AU4,,FL,,,2026-08-27,
1081,6BE3,10,,1,,,6BE3,,FL,,,2026-08-27,
1082,6BL7,10,,1,,,6BL7,,FL,,,2026-08-27,
1083,6BQ6,10,,1,,,6BQ6,,FL,,,2026-08-27,
1084,6C5,10,,1,,,6C5,,FL,,,2026-08-27,
1085,6C6,10,,1,,,6C6,,FL,,,2026-08-27,
1086,6CU6,10,,1,,,6CU6,,FL,,,2026-08-27,
1087,6DN7,10,,1,,,6DN7,,FL,,,2026-08-27,
1088,6DQ,10,,1,,,6DQ,,FL,,,2026-08-27,
1089,6E5GT,10,,1,,,6E5GT,,FL,,,2026-08-27,
1090,6F5,10,,1,,,6F5,,FL,,,2026-08-27,
1091,6F6,10,,1,,,6F6,,FL,,,2026-08-27,
1092,6K7G,10,,1,,,6K7G,,FL,,,2026-08-27,
1093,6L7,10,,2,,,6L7,,FL,,,2026-08-27,
1094,6SJ7,10,,1,,,6SJ7,,FL,,,2026-08-27,
1095,6SK7,10,,1,,,6SK7,,FL,,,2026-08-27,
1096,6SK7,10,,4,,,,,J. Maciel,,,2026-08-27,
1097,6SL7,10,,1,,,6SL7,,FL,,,2026-08-27,
1098,6SN7,10,,1,,,6SN7,,FL,,,2026-08-27,
1099,6U56G5,10,,1,,,6U5-6G5,,FL,,,2026-08-27,
1100,6X5,10,,1,,,6F6,,FL,,,2026-08-27,
1101,7A4,10,,1,,,7A4,,FL,,,2026-08-27,
1102,7A7,10,,1,,,7A7,,FL,,,2026-08-27,
1103,7B7,10,,1,,,7B7,,FL,,,2026-08-27,
1104,7C5,10,,2,,,7C5,,FL,,,2026-08-27,
1105,7Y4,10,,1,,,7Y4,,FL,,,2026-08-27,
1106,37,9,,1,RCA,,,,FL,,,2026-08-27,
1107,73,9,,1,,,73,,FL,,,2026-08-27,
1108,75,9,,2,,,75,,FL,0.3,,2026-08-27,
1109,75,9,,1,RCA,,75,,FL,,,2026-08-27,
1110,75,9,,1,KENRAD USA,,75,,FL,,,2026-08-27,
1111,75,9,,1,,,,,ELTBON,,,2026-08-27,
1112,76,9,A,1,PHILIPS,,,,FL,,,2026-08-27,
1113,76,9,G,1,CHAMPION,,,,FL,,,2026-08-27,
1114,76,9,G,3,RCA,,Radio RCA 262 Fiesta,,FL,,,2026-08-27,
1115,76,9,G,1,CRC76,,5€ 10/09,,FL,,,2026-08-27,
1116,78,9,,1,NATIONAL UNION USA,,78,,FL,,,2026-08-27,
1117,1B3GT,9,,1,HALTRON,,1B3GT,,FL,,,2026-08-27,
1118,1B3GT,9,,1,,,1B3GT,,FL,,,2026-08-27,
1119,1D6,9,,7,BRIMAR,,1D6,,FL,,Cx original,2026-08-27,
1120,1F6,9,,1,,,1F6,,FL,,,2026-08-27,
1121,1G3,9,,1,RCA,,1G3,,FL,,,2026-08-27,
1122,1G3,9,,1,GE,weak,1G3,,FL,,,2026-08-27,
1123,PL500,9,,2,TELEFUNKEN,,PL500,,FL,,s/Cx,2026-08-27,
1124,PL500,9,,1,,,PL500,,FL,,s/Cx,2026-08-27,
1125,PL504,9,,1,MULLARD,,PL504,,FL,,,2026-08-27,
1126,TH233,9,,1,BVA - EDISWAN,,TH233,,FL,,TAP NO TOPO Vf 23 Volts / If: 0.2 Ampere,2026-08-27,
1127,TP25,9,,1,MAZDA,,Cx original Vf 2 Volts / If: 0.2 Ampere,,FL,,,2026-08-27,Foto
1128,UCL11,9,,1,,,,,FL,,,2026-08-27,
1129,VG410,9,,1,SATOR,,VG410,,FL,,,2026-08-27,
1130,VP23,9,,1,EDISWAN,,VP23,,FL,,Cx original,2026-08-27,
1131,VP41,9,,1,EDISWAN,,VP41,,FL,,Cx original,2026-08-27,
1132,Y3GT,9,,1,MULLARD,,,,FL,,,2026-08-27,
1133,12AX4,8,,1,,,12AX4,,ASJ,,,2026-08-27,FOTO
1134,35L6,8,,1,CALVERTRON,,35L6,,ASJ,+- CT160,,2026-08-27,
1135,35Z5,8,,2,,,35Z5,,ASJ,0.45,Suporte partido,2026-08-27,
1136,5AZ4,8,,1,,,5AZ4,,ASJ,,,2026-08-27,
1137,6AB71853,8,,2,,,6AB7-1853,,ASJ,,,2026-08-27,
1138,6BQ6,8,,2,,,6BQ6,,ASJ,,,2026-08-27,
1139,6H6,8,,1,,,6H6,,ASJ,,,2026-08-27,
1140,6J5G,8,,1,Z,,6J5G,,ASJ,,,2026-08-27,
1141,6K7,8,,1,,,6K7,,ASJ,,,2026-08-27,
1142,6N7,8,,1,,,6N7,,ASJ,,,2026-08-27,
1143,6SA7,8,,1,,,6SA7,,ASJ,,,2026-08-27,
1144,6SQ7,8,,1,,,6SQ7,,ASJ,,,2026-08-27,
1145,6SS7,8,,1,,,6SS7,,ASJ,OK CT160,,2026-08-27,
1146,7B8,8,,1,,,7B8,,ASJ,,,2026-08-27,
1147,CV422,8,,1,,,CV422,,ASJ,,,2026-08-27,
1148,EBL21,8,,1,,,EBL21,,ASJ,,,2026-08-27,
1149,UBL21,8,,1,ULTRAN,,UBL21,,ASJ,,,2026-08-27,
1150,UCH21,8,,1,,,UCH21,,ASJ,,,2026-08-27,
1151,UY1,8,,1,,,UY1,,ASJ,,Half-Wave Rectifier vácuo da fonte de alimentação,2026-08-27,
1152,UY1N,8,,1,,,UY1N,,ASJ,,,2026-08-27,
1153,5642,7,,2,,,,,K Lino,,,2026-08-27,
1154,117Z3,7,,4,,,117Z3,,FL,,,2026-08-27,FOTO
1155,117Z3,7,,2,,,,,ELTBON,,,2026-08-27,
1156,12AS7,7,,1,,,12AS7,,FL,,metálicas s/ Cx,2026-08-27,NADA
1157,12AT6,7,,1,,,12AT6,,Ebay,,,2026-08-27,
1158,12AT6,7,,1,,,12AT6,,ASJ,,,2026-08-27,
1159,12AT6,7,,2,,,12AT6,,FL,,,2026-08-27,
1160,12AV6,7,,1,,,12AV6,,FL,,,2026-08-27,
1161,12BA6,7,,5,,,12BA6,,FL,,,2026-08-27,
1162,12BA6,7,,1,,,,,ELTBON,,,2026-08-27,
1163,12BE6,7,,1,,,12BE6,,FL,,,2026-08-27,
1164,5T8,7,,1,,,5T8,,FL,,,2026-08-27,
1165,5U8,7,,2,,,5U8,,FL,,,2026-08-27,
1166,5X8,7,,1,,,5X8,,ASJ,,,2026-08-27,
1167,6J5,7,,1,,,6J5,,FL,,metálicas s/ Cx,2026-08-27,
1168,6Q7,7,,1,,,6Q7,,FL,,metálicas s/ Cx,2026-08-27,
1169,6SQ7,7,,2,,,6SQ7,,FL,,metálicas s/ Cx,2026-08-27,
1170,8P4,7,,1,,,8P4,,FL,,,2026-08-27,
1171,9TP4,7,,2,,,9TP4,,FL,,,2026-08-27,
1172,DY802,7,,1,,,DY802,,FL,,,2026-08-27,
1173,6AJ8ECH81,6,,1,,,6AJ8-ECH81,,ASJ00,,s/Cx,2026-08-27,
1174,6AL5,6,,2,,,6AL5,,ASJ00,,,2026-08-27,
1175,6AL5,6,,1,,,6AL5,,FL,,,2026-08-27,
1176,6AL5,6,,3,,,6AL5,,K Lino,,,2026-08-27,
1177,6BACEF93,6,,1,,,6BAC-EF93,,ASJ00,,s/Cx,2026-08-27,
1178,6BM5,6,,2,,,6BM5,,ASJ00,,s/Cx,2026-08-27,
1179,EBC41,6,,1,,,EBC41,,ASJ00,,,2026-08-27,
1180,EBF80,6,,1,,,EBF80,,ASJ00,,,2026-08-27,
1181,ECF80,6,,1,,,ECF80,,ASJ00,,,2026-08-27,
1182,ECH42,6,,1,,,ECH42,,ASJ00,,,2026-08-27,
1183,ECL805,6,,1,,,ECL805,,ASJ00,,,2026-08-27,
1184,ECL81,6,,1,,,,,J. Maciel,,,2026-08-27,
1185,EF183,6,,2,,,EF183?,,ASJ00,,,2026-08-27,
1186,EF184,6,,2,,,EF184,,ASJ00,,,2026-08-27,
1187,EF184,6,,1,PHILIPS,,,,J. Maciel,,,2026-08-27,
1188,EF41,6,,1,,,,,J. Maciel,,,2026-08-27,
1189,EF42,6,,1,,,EF42,,ASJ00,,,2026-08-27,
1190,EF80,6,,4,,,EF80,,ASJ00,,,2026-08-27,
1191,EL183,6,,1,,,EL183,,ASJ00,,,2026-08-27,
1192,EL83,6,,2,,,EL83,,ASJ00,,s/Cx,2026-08-27,
1193,EY81,6,,1,,,EY81,,ASJ00,,,2026-08-27,
1194,EY86,6,,2,,,EY86,,ASJ00,,s/Cx,2026-08-27,
1195,EY86CV29666S26AX2N,6,,1,,,EY86,,ASJ00,,,2026-08-27,
1196,PC86,6,,1,,,PC86,,ASJ00,,,2026-08-27,
1197,PCL41,6,,1,,,PCL41!!?,,ASJ00,,,2026-08-27,
1198,PCL82,6,,1,,,PCL82,,ASJ00,,,2026-08-27,
1199,12AT7,5,,1,,,12AT7,,ASJ,,,2026-08-27,
1200,12AV6,5,,1,,,12AV6,,ASJ,,s/Cx,2026-08-27,
1201,1L6,5,,4,,,1L6,,ASJ,,,2026-08-27,
1202,1R5,5,,1,,,1R5,,ASJ,,s/Cx,2026-08-27,
1203,1S5,5,,1,,,1S5,,ASJ,,s/Cx,2026-08-27,
1204,26C6,5,,1,,,26C6,,ASJ,,,2026-08-27,FOTO
1205,35C5,5,,1,,,35C5,,ASJ,,,2026-08-27,
1206,35QL6,5,,1,,,35QL6,,ASJ,,,2026-08-27,Fuga de S a frio
1207,3BU8,5,,1,,,3BU8,,ASJ,,,2026-08-27,
1208,4BQ7,5,,1,,,4BQ7,,ASJ,,,2026-08-27,
1209,6CM7,5,,1,,,6CM7,,ASJ,,,2026-08-27,
1210,6J6,5,,1,,,6J6,,ASJ,,,2026-08-27,
1211,8DW7,5,,1,,,8DW7,,ASJ,,,2026-08-27,
1212,EABC806AK5,5,,1,,,EABC80-6AK5,,ASJ,,,2026-08-27,
1213,EBF80,5,,2,,,EBF80,,ASJ,,s/Cx,2026-08-27,
1214,ECC81,5,,1,,,ECC81,,ASJ,,s/Cx,2026-08-27,
1215,ECC82,5,,2,,,ECC82,,ASJ,,,2026-08-27,
1216,ECC83,5,,2,,,ECC83,,FL,,,2026-08-27,
1217,ECH81,5,,6,,,ECH81,,ASJ,,s/Cx,2026-08-27,
1218,ECL826BM8,5,,1,,,ECL82-6BM8,,ASJ,,,2026-08-27,
1219,EF80,5,,1,,,EF80,,ASJ,,,2026-08-27,
1220,EF89,5,,1,,,EF89,,ASJ,,,2026-08-27,
1221,EF92CV131,5,,1,,,EF92-CV131,,ASJ,,,2026-08-27,
1222,EL84,5,,2,,,EL84,,ASJ,,,2026-08-27,
1223,EZ80,5,,2,,,EZ80,,ASJ,,,2026-08-27,
1224,UBF80,5,,1,,,UBF80,,ASJ,,,2026-08-27,
